path,sentence
converted_prdog3qm3_frase_14_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_prdog3qm3_frase_15_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_prdog3qm3_frase_1_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_prdog3qm3_frase_2_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_prdog3qm3_frase_3_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_prdog3qm3_frase_4_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_prdog3qm3_frase_5_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_prdog3qm3_frase_6_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_prdog3qm3_frase_7_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_prdog3qm3_frase_8_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_prdog3qm3_frase_9_2017-11-17_21_MontesClaros_MinasGerais_Feminino_EnsinoSuperiorIncompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_qf7zn5b0x_frase_1_2017-11-29_20_Ipiau_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_tdgxnlky5_frase_10_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_tdgxnlky5_frase_11_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_tdgxnlky5_frase_12_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_tdgxnlky5_frase_14_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_tdgxnlky5_frase_1_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_tdgxnlky5_frase_2_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_tdgxnlky5_frase_3_2018-08-29_62_Salvador_Bahia_Masculino_EnsinoMedioCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_uodxfbr50_frase_10_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_uodxfbr50_frase_11_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_uodxfbr50_frase_12_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_uodxfbr50_frase_14_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_uodxfbr50_frase_15_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_uodxfbr50_frase_1_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_uodxfbr50_frase_2_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_uodxfbr50_frase_3_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_uodxfbr50_frase_4_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_uodxfbr50_frase_5_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_uodxfbr50_frase_6_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_uodxfbr50_frase_7_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_uodxfbr50_frase_8_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_uodxfbr50_frase_9_2018-08-01_72_Ilheus_Bahia_Feminino_EnsinoSuperiorCompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_xvhot67xh_frase_1_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_xvhot67xh_frase_2_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_xvhot67xh_frase_3_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados mas ainda é possível ler informações importantes."
converted_xvhot67xh_frase_4_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_xvhot67xh_frase_5_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_xvhot67xh_frase_6_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_xvhot67xh_frase_7_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_xvhot67xh_frase_9_2017-12-18_26_Salvador_Bahia_Masculino_EnsinoSuperiorIncompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
converted_zziqxrrlm_frase_10_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Esse canal tem bastante pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para alugar."
converted_zziqxrrlm_frase_11_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
converted_zziqxrrlm_frase_12_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lhe dei caíram no chão. A rã está embaixo do fogão, deve ser retirada logo, pois tenho medo de répteis e de minhocas."
converted_zziqxrrlm_frase_14_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,Ele ficou chateado porque foi chamado de burro pelo escrivão zangado enquanto lavava sua blusa azul de lã com água e sabão.
converted_zziqxrrlm_frase_15_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,Li que o escrivão mora sozinho perto da plantação de feijão e sorte que o jacaré que fugiu do zoológico já foi encontrado.
converted_zziqxrrlm_frase_1_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Eu rasguei todo meu dinheiro em vão, minha família depende da aposentadoria do meu avô. Mas o dia amanheceu ensolarado e eu fiquei feliz porque minha tia viajou para Porto Alegre às sete horas."
converted_zziqxrrlm_frase_2_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"O telejornal da Globo terminou agora a pouco, todos se levantaram, a porta bateu forte e meu tio xingou bastante. Mas disse que é um grande prazer ter os sobrinhos hospedados em casa e não em um dos hotéis do sudoeste."
converted_zziqxrrlm_frase_4_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,Suas atitudes são muito drásticas e resultarão em guerra entre vocês. Ela chegou a pedir o divórcio antes dele morrer e pensou que podia compartilhar esse documento com você.
converted_zziqxrrlm_frase_5_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Meu orientador disse que o professor de Português e a professora de Matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de dez anos atrás."
converted_zziqxrrlm_frase_6_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
converted_zziqxrrlm_frase_7_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Tenho aptidão para tirar fotos de motos e guitarras, então recebi em dólar e comprei um carro, joias e relógios para nós. A atriz teve uma ótima atuação no espetáculo e recebeu meus parabéns e um presente pela apresentação fantástica."
converted_zziqxrrlm_frase_8_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"Eu criei muita expectativa nesse trabalho. O chefe não ouviu meu clamor, continuou sorrindo para mim e segurando a colher que estava suja de abacate ele disse ""A palavra caçador se escreve com cê cedilha""."
converted_zziqxrrlm_frase_9_2018-06-25_25_FeiradeSantana_Bahia_Masculino_EnsinoMedioCompleto.wav,"O Brasil é um país injusto e desigual, é errado não partilhar a comida com os mais necessitados. Mas só vota quem tiver o título de eleitor."
